GOID	TERM
34927	GO:0106047	polyamine deacetylation
34928	GO:0106048	spermidine deacetylation
34942	GO:0106068	SUMO ligase complex
34947	GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity
34956	GO:0106083	nuclear membrane protein complex
34964	GO:0106094	nuclear membrane microtubule tethering complex
34967	GO:0106097	cellular response to ceramide
34998	GO:0106130	purine phosphoribosyltransferase activity
35072	GO:0106245	L-serine-phosphatidylethanolamine phosphatidyltransferase activity
35082	GO:0106256	hydroperoxy icosatetraenoate dehydratase activity
35087	GO:0106261	tRNA uridine(34) acetyltransferase activity
35114	GO:0106293	NADH oxidase H202-forming activity
35115	GO:0106294	NADPH oxidase H202-forming activity
35127	GO:0106306	protein serine phosphatase activity
35128	GO:0106307	protein threonine phosphatase activity
35130	GO:0106310	protein serine kinase activity
35131	GO:0106312	methylenetetrahydrofolate reductase NADH activity
35132	GO:0106313	methylenetetrahydrofolate reductase NADPH activity
35153	GO:0106335	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity
35194	GO:0106380	purine ribonucleotide salvage
35220	GO:0110020	regulation of actomyosin structure organization
35250	GO:0110053	regulation of actin filament organization
35305	GO:0110110	positive regulation of animal organ morphogenesis
35342	GO:0110148	biomineralization
35343	GO:0110149	regulation of biomineralization
35345	GO:0110151	positive regulation of biomineralization
35348	GO:0110154	RNA decapping
35350	GO:0110156	methylguanosine-cap decapping
35359	GO:0110165	cellular anatomical entity
35371	GO:0120013	lipid transfer activity
35373	GO:0120015	sterol transfer activity
35377	GO:0120020	cholesterol transfer activity
35381	GO:0120025	plasma membrane bounded cell projection
35387	GO:0120031	plasma membrane bounded cell projection assembly
35388	GO:0120032	regulation of plasma membrane bounded cell projection assembly
35389	GO:0120033	negative regulation of plasma membrane bounded cell projection assembly
35391	GO:0120035	regulation of plasma membrane bounded cell projection organization
35392	GO:0120036	plasma membrane bounded cell projection organization
35393	GO:0120039	plasma membrane bounded cell projection morphogenesis
35428	GO:0120077	angiogenic sprout fusion
35429	GO:0120078	cell adhesion involved in sprouting angiogenesis
35446	GO:0120103	centriolar subdistal appendage
35454	GO:0120111	neuron projection cytoplasm
35457	GO:0120114	Sm-like protein family complex
35514	GO:0120178	steroid hormone biosynthetic process
35528	GO:0120192	tight junction assembly
35529	GO:0120193	tight junction organization
35563	GO:0120227	acyl-CoA binding
35577	GO:0120241	2-iminobutanoate/2-iminopropanoate deaminase
35578	GO:0120242	2-iminobutanoate deaminase activity
35579	GO:0120243	2-iminopropanoate deaminase activity
35590	GO:0120254	olefinic compound metabolic process
35591	GO:0120255	olefinic compound biosynthetic process
35641	GO:0120305	regulation of pigmentation
35668	GO:0140013	meiotic nuclear division
35669	GO:0140014	mitotic nuclear division
35672	GO:0140021	mitochondrial ADP transmembrane transport
35680	GO:0140029	exocytic process
35681	GO:0140030	modification-dependent protein binding
35684	GO:0140033	acetylation-dependent protein binding
35685	GO:0140034	methylation-dependent protein binding
35699	GO:0140053	mitochondrial gene expression
35700	GO:0140056	organelle localization by membrane tethering
35702	GO:0140058	neuron projection arborization
35703	GO:0140059	dendrite arborization
35717	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity
35727	GO:0140096	catalytic activity, acting on a protein
35728	GO:0140097	catalytic activity, acting on DNA
35729	GO:0140098	catalytic activity, acting on RNA
35730	GO:0140101	catalytic activity, acting on a tRNA
35731	GO:0140102	catalytic activity, acting on a rRNA
35732	GO:0140103	catalytic activity, acting on a glycoprotein
35733	GO:0140104	molecular carrier activity
35737	GO:0140110	transcription regulator activity
35755	GO:0140142	nucleocytoplasmic carrier activity
35761	GO:0140161	monocarboxylate:sodium symporter activity
35790	GO:0140223	general transcription initiation factor activity
35815	GO:0140253	cell-cell fusion
35827	GO:0140272	exogenous protein binding
35846	GO:0140296	general transcription initiation factor binding
35847	GO:0140297	DNA-binding transcription factor binding
35853	GO:0140303	intramembrane lipid transporter activity
35856	GO:0140312	cargo adaptor activity
35861	GO:0140318	protein transporter activity
35865	GO:0140323	solute:anion antiporter activity
35867	GO:0140326	ATPase-coupled intramembrane lipid transporter activity
35888	GO:0140352	export from cell
35889	GO:0140353	lipid export from cell
35893	GO:0140358	P-type transmembrane transporter activity
35894	GO:0140359	ABC-type transporter activity
35906	GO:0140375	immune receptor activity
35932	GO:0140416	transcription regulator inhibitor activity
35948	GO:0140439	protein-cysteine S-stearoyltransferase activity
35954	GO:0140445	chromosome, telomeric repeat region
35965	GO:0140457	protein demethylase activity
36013	GO:0140513	nuclear protein-containing complex
36021	GO:0140527	reciprocal homologous recombination
36028	GO:0140534	endoplasmic reticulum protein-containing complex
36029	GO:0140535	intracellular protein-containing complex
36040	GO:0140546	defense response to symbiont
36061	GO:0140581	P-type monovalent copper transporter activity
36075	GO:0140597	protein carrier activity
36111	GO:0140640	catalytic activity, acting on a nucleic acid
36128	GO:0140657	ATP-dependent activity
36137	GO:0140666	annealing activity
36148	GO:0140677	molecular function activator activity
36149	GO:0140678	molecular function inhibitor activity
36161	GO:0140694	non-membrane-bounded organelle assembly
36197	GO:0150034	distal axon
36219	GO:0150063	visual system development
36221	GO:0150065	regulation of deacetylase activity
36222	GO:0150066	negative regulation of deacetylase activity
36232	GO:0150076	neuroinflammatory response
36233	GO:0150077	regulation of neuroinflammatory response
36310	GO:0198738	cell-cell signaling by wnt
36314	GO:1900003	regulation of serine-type endopeptidase activity
36329	GO:1900024	regulation of substrate adhesion-dependent cell spreading
36330	GO:1900025	negative regulation of substrate adhesion-dependent cell spreading
36346	GO:1900046	regulation of hemostasis
36347	GO:1900047	negative regulation of hemostasis
36348	GO:1900048	positive regulation of hemostasis
36352	GO:1900052	regulation of retinoic acid biosynthetic process
36374	GO:1900076	regulation of cellular response to insulin stimulus
36375	GO:1900077	negative regulation of cellular response to insulin stimulus
36391	GO:1900094	regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry
36404	GO:1900107	regulation of nodal signaling pathway
36406	GO:1900109	regulation of histone H3-K9 dimethylation
36408	GO:1900111	positive regulation of histone H3-K9 dimethylation
36442	GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry
36537	GO:1900247	regulation of cytoplasmic translational elongation
36647	GO:1900363	regulation of mRNA polyadenylation
36648	GO:1900364	negative regulation of mRNA polyadenylation
36676	GO:1900407	regulation of cellular response to oxidative stress
36769	GO:1900542	regulation of purine nucleotide metabolic process
36967	GO:1900744	regulation of p38MAPK cascade
36968	GO:1900745	positive regulation of p38MAPK cascade
36969	GO:1900746	regulation of vascular endothelial growth factor signaling pathway
36973	GO:1900750	oligopeptide binding
37234	GO:1901016	regulation of potassium ion transmembrane transporter activity
37237	GO:1901019	regulation of calcium ion transmembrane transporter activity
37238	GO:1901020	negative regulation of calcium ion transmembrane transporter activity
37246	GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
37247	GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
37249	GO:1901031	regulation of response to reactive oxygen species
37286	GO:1901071	glucosamine-containing compound metabolic process
37311	GO:1901096	regulation of autophagosome maturation
37313	GO:1901098	positive regulation of autophagosome maturation
37348	GO:1901135	carbohydrate derivative metabolic process
37349	GO:1901136	carbohydrate derivative catabolic process
37350	GO:1901137	carbohydrate derivative biosynthetic process
37370	GO:1901160	primary amino compound metabolic process
37372	GO:1901162	primary amino compound biosynthetic process
37376	GO:1901166	neural crest cell migration involved in autonomic nervous system development
37393	GO:1901184	regulation of ERBB signaling pathway
37416	GO:1901210	regulation of cardiac chamber formation
37420	GO:1901214	regulation of neuron death
37421	GO:1901215	negative regulation of neuron death
37428	GO:1901222	regulation of NIK/NF-kappaB signaling
37464	GO:1901264	carbohydrate derivative transport
37465	GO:1901265	nucleoside phosphate binding
37492	GO:1901292	nucleoside phosphate catabolic process
37493	GO:1901293	nucleoside phosphate biosynthetic process
37536	GO:1901342	regulation of vasculature development
37537	GO:1901343	negative regulation of vasculature development
37553	GO:1901360	organic cyclic compound metabolic process
37554	GO:1901361	organic cyclic compound catabolic process
37555	GO:1901362	organic cyclic compound biosynthetic process
37556	GO:1901363	heterocyclic compound binding
37570	GO:1901379	regulation of potassium ion transmembrane transport
37576	GO:1901385	regulation of voltage-gated calcium channel activity
37577	GO:1901386	negative regulation of voltage-gated calcium channel activity
37664	GO:1901475	pyruvate transmembrane transport
37687	GO:1901503	ether biosynthetic process
37689	GO:1901505	carbohydrate derivative transmembrane transporter activity
37716	GO:1901532	regulation of hematopoietic progenitor cell differentiation
37717	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation
37718	GO:1901534	positive regulation of hematopoietic progenitor cell differentiation
37747	GO:1901564	organonitrogen compound metabolic process
37748	GO:1901565	organonitrogen compound catabolic process
37749	GO:1901566	organonitrogen compound biosynthetic process
37750	GO:1901567	fatty acid derivative binding
37751	GO:1901568	fatty acid derivative metabolic process
37752	GO:1901569	fatty acid derivative catabolic process
37753	GO:1901570	fatty acid derivative biosynthetic process
37755	GO:1901575	organic substance catabolic process
37756	GO:1901576	organic substance biosynthetic process
37783	GO:1901605	alpha-amino acid metabolic process
37784	GO:1901606	alpha-amino acid catabolic process
37785	GO:1901607	alpha-amino acid biosynthetic process
37789	GO:1901611	phosphatidylglycerol binding
37790	GO:1901612	cardiolipin binding
37793	GO:1901615	organic hydroxy compound metabolic process
37794	GO:1901616	organic hydroxy compound catabolic process
37795	GO:1901617	organic hydroxy compound biosynthetic process
37796	GO:1901618	organic hydroxy compound transmembrane transporter activity
37822	GO:1901652	response to peptide
37823	GO:1901653	cellular response to peptide
37824	GO:1901654	response to ketone
37825	GO:1901655	cellular response to ketone
37827	GO:1901657	glycosyl compound metabolic process
37828	GO:1901658	glycosyl compound catabolic process
37829	GO:1901659	glycosyl compound biosynthetic process
37831	GO:1901661	quinone metabolic process
37833	GO:1901663	quinone biosynthetic process
37847	GO:1901679	nucleotide transmembrane transport
37849	GO:1901681	sulfur compound binding
37850	GO:1901682	sulfur compound transmembrane transporter activity
37863	GO:1901698	response to nitrogen compound
37864	GO:1901699	cellular response to nitrogen compound
37865	GO:1901700	response to oxygen-containing compound
37866	GO:1901701	cellular response to oxygen-containing compound
37889	GO:1901725	regulation of histone deacetylase activity
37890	GO:1901726	negative regulation of histone deacetylase activity
37960	GO:1901796	regulation of signal transduction by p53 class mediator
37961	GO:1901797	negative regulation of signal transduction by p53 class mediator
37962	GO:1901798	positive regulation of signal transduction by p53 class mediator
37964	GO:1901800	positive regulation of proteasomal protein catabolic process
38005	GO:1901841	regulation of high voltage-gated calcium channel activity
38006	GO:1901842	negative regulation of high voltage-gated calcium channel activity
38021	GO:1901857	positive regulation of cellular respiration
38043	GO:1901879	regulation of protein depolymerization
38044	GO:1901880	negative regulation of protein depolymerization
38045	GO:1901881	positive regulation of protein depolymerization
38052	GO:1901888	regulation of cell junction assembly
38058	GO:1901894	regulation of ATPase-coupled calcium transmembrane transporter activity
38138	GO:1901976	regulation of cell cycle checkpoint
38143	GO:1901981	phosphatidylinositol phosphate binding
38145	GO:1901983	regulation of protein acetylation
38147	GO:1901985	positive regulation of protein acetylation
38149	GO:1901987	regulation of cell cycle phase transition
38150	GO:1901988	negative regulation of cell cycle phase transition
38151	GO:1901989	positive regulation of cell cycle phase transition
38152	GO:1901990	regulation of mitotic cell cycle phase transition
